Previous_Semester_GPA,Midterm_Score_Average,Assignment_Score_Average,Twelfth_Grade_Percentage,Study_Hours_Per_Day,Tenth_Grade_Percentage,Attendance_Percentage,Number_of_Backlogs,Mental_Stress_Score,Distance_From_Campus_KM,CGPA
6.84,58.51,62.71,92.03,3.94,92.26,65.78,0,8,8.07,5.97
7.91,77.27,74.46,97,5.28,81.81,85.16,0,8,7.11,7.37
7.59,76.63,74.87,93.92,5.26,92.8,83.23,0,4,19.6,7.3
7.43,64.55,66.11,85.24,5.6,85.12,91.97,0,9,34.84,6.98
9.03,77.11,76.59,75.17,6.57,90.18,71.52,0,1,6.78,8.23
8.43,73.6,88.7,80.99,8.46,81.12,78,0,6,1.05,7.79
6.13,63.8,68.18,100,4.67,99.75,75.92,0,2,5.72,5.93
7.17,63.05,68.42,99.01,5.15,85.64,81.42,1,5,7.66,6.74
9.59,84.55,76.79,84.24,2.13,87.46,83.18,1,8,5.97,7.68
7.88,72.77,76.98,90.85,6.39,77.55,76.86,0,6,14.32,7.31
5.69,68.56,62.94,89,7.22,90.85,94.98,2,3,10.09,5.94
5.78,61.74,67.82,88.64,5.88,83.8,100,0,10,0.26,6.23
8.57,65.21,69.79,92.44,1.73,92.45,61.39,0,4,21.14,6.79
8.34,70.25,80.02,87.89,3.69,92.02,86.91,0,6,2.01,7.56
6.39,68.87,68.27,83.56,4.6,81.13,100,0,7,3.24,6.44
8.4,67.28,76.25,96.1,2.79,96.45,86.42,1,4,6.73,7.11
9.42,86.63,83.38,86.77,8.79,90.58,75.6,0,3,1.54,8.55
9.25,76.59,83.32,72.5,5.32,89.2,78.56,1,1,2.31,8.01
9.43,85.84,87.57,77.36,6.36,92.41,97.16,0,5,9.34,8.22
8.17,72.07,81.38,86.11,6.39,92.1,79.65,0,2,4.82,7.36
7.29,69.62,73.18,89.27,4.72,87.88,94.82,0,7,8.67,6.92
7.02,74.16,63.76,85.78,2.1,96.85,83.14,0,1,3.25,6.88
7.48,70.77,73.03,100,6.08,93.96,79.52,0,6,6.35,7.12
6.45,62.35,75.44,91.04,8.52,94.38,96.84,0,8,13.98,6.55
7.07,63.93,78.38,84.21,3.74,91.69,100,1,10,0.56,6.35
9.03,66.31,76.36,76.09,3.37,73.98,89.54,0,2,18.39,7.52
5.57,55.25,59.35,73.74,6.18,89.17,93.33,3,10,5.38,5.44
5.65,67.99,68.76,88.94,6.35,84.31,100,0,6,12.04,6.43
8.5,78.69,71.97,78.74,6.79,77.12,81.41,0,9,14.85,7.05
7.08,72.88,68.09,91.04,4.22,84.04,85.3,1,8,4.31,6.21
5.19,53.61,51.11,85.65,4.21,86.66,72.54,0,7,3.24,5.41
7.43,66.36,61.88,86.92,0.5,95.04,91.13,0,5,2.29,6.19
7.26,66.82,68.29,78.5,4.6,94.01,75.2,1,5,6.2,6.61
6.98,61.76,67.73,75.05,3.37,81.91,95.53,0,9,14,6.34
8.32,65.31,63.45,98.35,0.5,83.92,78.59,1,6,0.12,6.89
5.9,61.64,66.23,81.57,8.29,85,88.25,0,8,1.26,6.58
7.52,62.02,77.27,83.13,4.98,87.21,82.94,0,1,4.58,6.95
7.25,58.39,76.73,97.25,0.93,93.16,100,0,3,15.62,6.47
7.55,75.39,74.22,91.28,5.25,92.33,100,0,9,6.55,7.37
5.42,61.97,64.36,90.67,8.22,87.77,90.99,0,9,33.13,6.06
6.87,67.19,69.61,100,6.91,84.35,80.51,0,9,2.22,6.84
7.52,65.53,83.53,78.13,6.43,94.16,96.55,0,1,12.48,7.02
8.15,72.66,79.51,80.9,2.04,88.26,97.94,3,10,20.47,6.62
9.72,73.51,77.19,88.5,3.41,87.56,69.94,2,8,4.98,7.49
8.47,68.23,76.04,82.26,2.76,88.1,90.32,0,4,16.07,7.55
8.05,62.92,73.84,91.56,4.54,99.73,90.99,0,1,3.18,7
9.03,84.06,79.19,98.79,6.05,93.29,81.31,0,3,19.49,8.59
7.14,72.66,67.53,78.86,5.37,86.33,82.43,3,5,3.68,6.06
9.36,76.62,86.86,73.18,2.68,89.75,73.93,0,3,0.41,7.67
8.84,71.82,84.28,87.92,4.13,85.17,89.84,0,6,2.23,7.66
6.96,69.18,64.92,87.69,6.59,82.36,76.08,0,9,1.56,6.46
9.81,99.37,93.55,82.34,5.52,90.13,92.08,0,6,5.87,9.17
8.04,73.84,76.21,79.18,5.3,94.55,87.94,0,2,1.47,7.04
10,77.59,86.92,97.73,2.74,86.83,71.38,0,10,8.32,8
7.86,72.05,68.12,90.2,4.82,87.02,79.49,0,10,8.97,7.14
6.83,66.8,65.24,81.52,2.23,91.98,99.13,0,1,3.1,6.48
6.58,59.47,66.58,76.9,2.85,74.19,75.27,2,6,1.91,5.88
7.07,58.83,62.95,74.24,1.54,88.61,77.72,0,5,23.74,5.99
6.81,73.61,76.16,81.77,7.96,88.72,84.71,0,6,3.13,6.85
9.03,82.54,90.02,98.38,8.04,77.63,94.13,0,7,5.01,8.46
7.47,65.98,63.27,87.67,2.49,97.95,83.37,0,10,2.21,6.44
5.56,62.19,55.96,78.78,2.95,98.24,70.69,0,2,1.14,5.9
7.76,66.38,74.87,90.06,3.86,84.65,96.47,0,7,4.3,6.78
7.65,73.67,81.83,88.48,6.94,87.09,100,1,10,2.91,7.34
6.94,60.51,68.04,80.5,5.72,83.31,82.01,0,1,14.24,6.69
7.82,76.43,88.58,82.4,7.26,96.34,92.92,0,1,4.33,7.72
7.45,72.04,75.8,94.51,7.87,93.77,76.77,0,2,2.58,6.95
8.26,85.01,82.32,80.69,5.47,97.86,97.45,0,7,5.37,7.6
8.19,75.01,77.26,95.75,5.1,98.25,98,0,2,0.79,8.05
7.94,76.28,78.95,72.66,7.22,89.19,92.76,0,3,7.03,7.31
5.94,61.42,67.97,84.79,6.66,83.02,93.74,2,9,17.46,6.1
10,84.4,91.65,77.45,6.65,100,96.31,0,6,7.43,8.62
5.63,61.46,61.26,96.04,5.45,81.46,85.76,0,6,4.55,5.93
7.35,79.3,66.57,97.81,6.58,97.27,64.05,1,8,4.7,6.71
6.19,57.03,62.89,74.49,3.9,87.57,84.15,0,5,2.07,5.8
7.98,62.36,63.48,88.43,3.37,81.89,78.48,0,6,16.8,6.95
7.67,62.6,68.23,92.64,3.82,91.4,81.3,0,6,22.18,6.76
7.3,78.95,83.1,57.66,9.04,98.27,88.91,0,7,1.77,7.56
9.32,81.02,78.93,90.38,2.41,83.12,88.4,1,10,10.86,8.12
8.83,80.17,76.53,86.34,6.39,94.35,71.37,0,3,0.11,7.95
7.11,81.93,75.15,84.91,8.46,94.52,91.91,0,2,10.96,7.19
8.46,73.47,80.25,86.87,5.29,91.89,84.96,2,2,0.68,7.62
9.38,80,77.38,86.42,3.86,93.93,94.39,1,6,20.36,8.22
8.82,86.86,83.24,90.05,5.61,82.47,88.16,1,4,15.46,8.11
7.34,76.64,68.9,85.07,3.51,90.58,88.86,0,9,19.25,7.02
5.59,55.23,55.24,89,2.68,79.31,81.05,0,7,5.44,6.02
7.89,84.32,75.09,82.1,7.19,98.25,92.54,0,4,11.96,7.71
8.3,82.9,85.61,96.3,7.06,86.66,92,0,1,0.14,7.76
6.58,59.91,58.59,93.75,3.86,100,87.58,2,2,15.85,5.87
7.53,67.33,75.19,84.39,3.52,95.88,89.1,0,4,0.44,7.28
7.4,78.86,82.53,87.33,4.93,93.76,89.25,0,5,2.75,7.68
9.17,73.11,83.38,89.23,4.31,88.17,85.56,0,4,21.57,8.02
9.72,78.66,75.12,84.92,2.86,93.22,76.17,4,4,0.44,6.9
8.91,63.24,71.25,86.35,1.45,100,74.39,0,5,9.5,7.19
7.4,67.42,68.07,98.83,1.58,85.5,79.74,0,6,6.02,6.42
8.88,75.54,80.05,82.74,2.1,89.57,100,2,8,4.46,7.36
8.28,66.99,73.34,82.04,2.42,80.14,96.69,1,10,10.43,7.09
7.41,62.38,75.35,81.36,4.92,95.32,94.06,0,2,3.65,7.11
10,88.42,82.55,90.96,2.89,88.84,67.51,0,7,2.2,8.37
6.61,64.87,65.21,85.55,2.94,96.72,90.94,4,7,2.19,5.83
8.22,67.33,71.66,75.31,1.99,80.15,93.84,0,10,8.22,7.14
8.51,83.98,68.75,72.34,2.03,81.94,88.43,0,8,32.24,7.34
7.16,64.2,68.65,89.48,1.98,98.43,89.82,0,9,2.76,6.61
8.17,75.16,77.9,90.37,4.34,95.43,90.64,0,10,7.27,7.49
8.63,81.92,80.69,94.85,6.58,91.96,89.35,0,9,4.93,8.13
7.79,75.19,86.58,84.14,7.5,79.34,86.77,0,7,13.62,7.56
8.07,79.8,74.6,83.24,4.61,92.47,76.06,0,7,15.89,7.36
7.63,81.43,75.16,79.28,6.62,93.24,83.38,0,5,0.23,7.11
8.46,62.99,71.22,90.13,2.93,96.9,65.53,0,4,3.19,6.97
7.23,70.01,75.43,100,5.64,78.87,81.19,0,6,1.32,6.81
7.13,62.65,64.69,100,2.76,84.64,92.84,1,9,2.51,6.21
7.52,80.33,68.17,94.93,5.37,80.13,73.93,1,5,24.63,7.08
8.92,82.15,70.86,97.4,2.86,76.9,76.67,0,1,24,7.47
5.4,48.81,52.08,77.96,3.02,91.19,71.89,0,10,5.19,5.32
6.41,64.78,65.36,88.77,4.39,92.37,100,0,8,17.9,6.18
10,94.52,96.99,88.4,7.74,91.25,96.79,0,8,5.78,8.98
7.83,65.81,78.55,70.91,6.21,85.73,80.57,3,8,3.12,6.69
7.01,64.93,76.73,92.06,3.04,100,100,0,4,0.42,6.95
8.45,75.37,79.3,79,2.39,86.78,97.4,0,9,0.24,7.34
6.56,68.47,66.45,83.34,2.86,100,95.39,0,6,3.76,6.55
4.98,46.64,65.41,75.39,5.79,94.33,84.32,0,3,8.68,5.19
7.93,73.81,71.41,79.96,4.94,76.38,92.36,1,7,1.17,7.11
6.62,66,74.08,86.56,5.8,83.93,93.09,0,3,0.12,7.03
7.62,67.24,65.58,100,3.47,83.66,71.62,1,8,17.68,6.73
7.9,67.99,72.35,79.57,5.17,84,88.18,0,6,3.5,6.72
7.67,72.06,69.52,78.18,5.04,92.3,84.19,2,3,1.97,7
5.45,59.47,72.83,83.09,7.03,89.98,85.25,0,10,2.88,5.76
7.53,81.78,75.25,85.32,7.66,83.5,93.75,0,3,8.46,7.6
8.03,73.66,77.68,77.11,6.31,74.12,98.38,0,2,1.59,7.58
5.82,49.47,63.72,85.19,7.03,92.85,72.92,1,8,2.97,5.41
5.68,65.27,57.54,68.8,4.46,76,76.64,0,7,15.31,5.51
6.22,55.84,57.47,100,3.1,79.26,83.19,0,9,13.81,5.97
8.4,78.12,87.07,87.57,4.44,95.79,94.93,0,4,14.13,7.5
5.1,53.53,56.77,79.76,4.24,94.49,80.12,2,9,8.31,4.86
8.5,82.42,76.71,100,4.1,100,75.73,0,6,6.26,7.38
7.97,74.8,73.27,90.06,4.48,85.24,88.23,0,5,2.47,7.51
7.19,63.45,63.18,80.57,4.16,92.87,63.79,0,8,2.8,6.15
5.72,66.5,59.51,100,3.58,85.3,85.83,2,5,18.22,5.25
6.54,65.14,71.26,100,4.24,87.73,100,0,10,3.72,6.6
8.44,69.07,77.8,88.83,6.1,100,89.55,2,7,6.04,6.93
9.01,80.11,76.83,83.46,2.77,86.12,77.1,0,7,0.13,7.51
6.26,68.08,77.17,88.96,7.19,99.27,86,1,6,18.12,6.5
8.87,85.35,82.22,75.57,6.66,77.72,77.6,1,6,8.52,7.69
8.32,84.92,68.4,88.2,4.67,89.02,72.19,0,6,10.72,7.61
7.49,62.73,62.83,85.75,0.5,95.99,81.22,0,1,13.72,6.51
6.61,60.35,61.75,68.9,0.5,86.6,76.98,0,9,1.39,5.46
6.8,58.34,72.47,81.13,4.72,89.77,98.83,0,10,3.71,6.42
9.69,94.67,86.26,92.44,5.86,90.14,100,0,3,6.02,9.23
7.71,74.86,76.67,82.89,8.05,94.22,83.84,0,6,3.77,7.25
9.1,84.15,79.27,96.75,3.69,88.95,81.43,0,9,11.94,8.07
7.79,74.49,70.33,93.11,3.47,100,88.54,1,6,3.52,6.9
6.96,58.18,56.62,84.84,2.07,91.09,77.73,0,5,0.43,6.18
8.2,69.77,76.09,87.61,5.7,93.59,83.16,1,1,19.56,7.1
10,81.52,90.46,97.25,4.51,84.98,85.61,0,9,3.76,8.54
6.73,59.21,69.91,90.92,3.55,85.96,77.61,1,1,0.54,6.06
8.6,71.94,72.89,80.89,4.55,100,73.46,0,8,3.09,7.16
7.73,74.06,71.43,96.24,4.31,70.5,88.22,0,4,2.01,7.39
5.76,60.11,67.41,75.57,6.44,87.42,89.25,0,1,6.42,5.73
5.73,53.24,56.36,81.69,3.65,78.64,75.6,2,5,7.09,5.2
6.96,71.58,68.07,94.67,4.49,94.52,89.64,0,3,3.1,6.83
7.92,69.09,78.15,95.61,6.2,93.75,82.58,1,1,0.01,7.75
8.55,74.68,77.46,81.56,3.97,84.16,80.38,0,3,9.58,7.48
5.61,52.26,55.25,100,3.02,87.85,67.21,0,6,2.96,5.19
8.28,63.35,71.34,79.7,1.94,91.23,91.9,0,7,13.7,7.18
7.36,61.87,70.77,85.67,2.42,100,82.27,0,2,0.18,6.32
7.5,64.95,72.16,90.22,3.21,79.16,82.82,0,10,1.87,6.55
8.21,76.67,68.76,91.45,6.42,79.74,90.89,0,8,1.03,7.39
9.6,73.25,91.34,96.75,3.03,90.49,98.66,2,7,4.19,7.98
7.86,69.25,69.01,95.06,4.07,93.21,80.02,0,8,15,6.67
5.87,54.32,60.19,97.03,2.44,94.15,86.83,0,8,0.5,5.68
7.28,65.27,70.13,95.52,4.61,91.16,100,0,1,11.04,6.96
8.52,80.89,79.59,84.89,5.07,94.46,88.08,0,1,1.51,7.76
8.56,77.97,82.3,89.72,5.21,78.87,82.29,0,10,11.63,7.83
8.3,85.74,86.37,83.02,8.01,97.75,100,2,8,3.12,7.75
6.89,62.21,70.87,87.6,4.47,89.03,72.02,1,6,8.94,6.17
5.86,67.33,64.6,91.72,5.09,89.26,87.98,0,3,1.16,5.9
8.21,58.89,63.2,95.24,3.37,93.42,80.31,1,4,7.34,6.73
6.04,68.78,68.35,81.08,8.84,89.22,91.11,0,10,1.67,6.5
8.33,75.35,80.58,96.42,6.19,88.21,89.93,1,4,11.45,7.76
8.33,72.8,68.47,97.69,6.27,90.61,49.64,0,6,2.87,6.66
6.94,69.07,73.83,89.45,6.68,76.55,95.32,0,1,15.65,6.9
7.37,75.5,73.93,96.8,6,79.64,88.33,0,9,1.41,7.22
7.74,77.21,81.13,96.09,6.77,86.77,100,2,10,5.13,7.49
6.76,55.23,61.28,81.65,4.13,84.96,75.08,0,9,2.7,5.63
5.84,69.91,69.84,91.56,9.03,92.28,82.52,0,1,0.86,6.38
7.45,64.09,70.36,97.3,1.41,89.48,93.03,0,6,1.68,6.8
7.58,70.7,65.99,92.53,3.95,82.31,83.83,0,1,1.05,7.24
9.13,92.45,86.48,74.26,7.96,100,84.49,0,9,25.09,8.12
6.56,52.48,63.8,84.11,4.16,100,58.85,0,10,14.95,5.77
8.78,78.61,87,95.27,5.83,76.79,82.85,0,3,19.72,7.91
6.12,63.94,61.55,81.86,3.56,97.72,98.69,0,6,0.21,6.45
5.89,55.82,64.14,89.19,5.39,89.56,92.61,0,10,10.49,5.49
7.14,58.83,70.53,85.38,3.78,97.26,85.41,3,2,25.65,6.35
6.37,58.54,63.4,83.07,6.84,82.82,75.01,0,1,28.79,6
5.87,65.32,59.34,74.5,5.08,92.82,83,0,6,24.79,6.01
9.83,78.62,70.06,83.64,1,85.83,67.83,0,9,1.29,7.42
6.96,75.91,73.75,80.52,2.87,91.5,94.32,0,8,1.48,6.47
10,82.64,89.58,96.18,2.55,88.77,91.64,0,7,5.04,8.44
6.31,64.07,66.36,100,7.31,84.92,82.44,0,5,10.49,6.31
5.45,60.43,63.25,81.92,2.02,89.01,97.23,1,8,9.9,5.66
9.05,79.29,81.18,71.85,3.96,92.33,94.5,0,2,2.02,7.81
6.63,81.39,75.82,77.95,8.72,99.34,93.5,1,6,23.01,7.08
7.67,76.77,76.86,84.07,7,88.16,99.39,0,9,5.49,7.52
5.87,66.88,68.99,83.22,2.79,75.76,100,0,3,1.03,6.47
7.45,62.65,67.54,89.82,2.73,80.51,80.67,2,9,10.18,6.3
5.85,50.51,58.12,83.46,2.54,88.45,80.64,0,3,0.03,5.36
7.41,63.69,70.55,99.23,4.91,94.18,78.91,0,4,12.63,6.94
6.93,61.44,61.5,87.63,3.51,80.33,75.46,1,9,0.66,6.11
7.78,65.89,73.93,96.76,4.96,74.49,70.16,0,2,16.2,6.99
8.25,85.54,71.18,73.76,5.12,80,80.5,0,9,1.63,7.29
7.79,56.14,73.72,81.07,4.59,99.99,83.4,1,4,10.59,6.61
8.04,78.99,74.82,82.28,4.8,76.35,73.53,0,9,3.59,7.25
7.37,69.44,60.01,87.39,4.67,82.64,80.36,0,6,2.56,6.63
6.98,55.45,62.19,91.68,2.96,90.93,82.72,3,6,10.24,5.46
8.06,63.7,69.28,77.25,1.61,98.56,81.13,0,5,7.19,7.04
7.37,67.63,76.4,80.8,4.61,73.7,79.76,3,9,3.25,6.6
7.41,69.59,66.71,78.49,2.94,74.51,81.1,0,6,0.53,6.56
7.98,80.06,82.07,93.77,6.45,90.27,88.99,2,6,8.04,7.25
6.26,52.68,61.22,70.22,2,93.87,78.28,0,10,8.01,5.79
9.22,72.69,81.29,75.17,3.79,88.16,72.44,0,8,5.4,7.78
7.2,72.19,58.66,74.95,4.81,89.14,85.15,1,8,6.3,6.7
7.65,65.32,78.67,83.84,7.02,97,77.23,1,10,4.5,7.21
7.45,62.93,69.24,81.28,3.71,83.77,88.39,0,10,6.33,6.68
8.28,70.72,80.31,76.07,4.87,93.13,70.46,0,2,2.1,7.11
7.91,79.4,81.96,96.51,5.73,86.76,88.97,1,7,3.98,7.33
7.44,72.17,80.03,77.06,6.03,83.36,85,1,8,20.47,6.96
9.24,81.84,86.09,88.36,5.23,79.65,91.07,5,10,1.02,7.93
4,45.53,50.02,93.46,8.12,83.1,66.99,2,4,6.54,4.3
8.99,83.34,76.25,92.87,3.71,100,66.54,3,7,6.7,7.15
8.6,85.04,77.78,76.12,7.96,82.81,84.29,0,8,0.7,7.97
5.3,58.78,61.61,76,5.88,90.49,73.61,0,3,3.49,5.64
8.62,67.51,76.81,98.94,4.99,96.22,79.56,2,3,0.34,7.14
8.77,82.21,75.72,65.89,5.15,88.05,99.46,0,4,6.23,8.04
8.17,80.23,82.29,91.91,6.38,72.54,86.94,3,7,1.31,7.01
5.63,49.82,51.42,84.43,3.06,68.31,75.25,1,1,1.03,5.37
8.32,82.85,74.13,94.14,4.79,93.14,87.11,0,6,2.58,7.38
8.71,80.05,82.79,82.44,4.02,91.01,83.88,0,9,2.34,7.57
6.81,70.78,69.39,84.94,7.71,100,85.46,2,8,0.33,6.68
8.03,73.03,73.35,77.45,3.2,100,100,2,9,4.33,7.44
7.08,75.57,82.1,78.35,8.5,83.33,92.7,1,5,4.39,7.22
8.56,82.57,83.01,94.73,3.6,87.08,67.52,0,4,16.42,7.75
7.12,62.25,67.84,100,1.72,81,100,0,3,5.43,6.71
6.8,57.78,58.39,66.72,2.76,73.76,79.24,0,2,1.44,6.15
7.45,63.35,68.46,100,2.8,91.03,85.71,4,8,0.94,6.18
5.89,56.01,63.66,88.01,7.82,100,70.12,1,5,10.04,5.62
7.33,66.41,68.54,100,1.81,86.2,83.67,5,2,7.13,5.75
7.93,68.98,78.06,86.9,5.15,96.39,76.6,5,10,17.11,6.26
8.54,79.9,84.81,95.3,7.44,81.57,80.6,0,2,23.87,7.52
7.8,79.52,80.33,91.14,10.04,78.09,79.82,0,7,0.17,7.36
5.78,57.69,60.77,100,4.28,92.16,96.71,0,1,2.61,6.27
9.12,84.11,81.5,80.4,4.72,88.96,86.42,1,4,33.67,8.03
9.22,69.58,89.04,80.6,2.17,88.38,100,0,4,1.48,7.72
7.64,62.62,67.94,77.53,3.74,84.41,82.82,0,7,8.76,6.45
6.6,75.37,69.45,100,8.87,78.82,86.23,0,3,4.66,6.99
6.86,69.91,68.98,79.69,6.24,91.84,85.93,0,4,1.11,6.62
7.26,69.98,79.42,72.17,6.93,82.05,96.22,2,3,4.42,6.94
7.83,69.17,71.69,98.81,5.8,88.22,96.85,0,1,8.27,7.03
7.13,65.93,76.24,80.09,6.64,90.58,78.88,2,4,1,6.37
6.47,64.1,72.57,89.19,8.38,77.37,77.51,0,4,3.6,6.63
8.73,74.41,81.12,84.01,3.59,94.28,82.02,0,8,3.02,7.6
7.81,74.02,77.27,89.65,5.98,90.87,79.65,0,7,9.56,6.76
6.24,53.69,58.54,83.28,3.12,100,68.67,1,3,7.4,5.96
7.85,62.99,69.35,90.27,0.5,99.2,85.8,0,1,2.35,7.09
7.69,73.54,76.78,85.26,5.03,100,90.11,0,8,3.62,7.49
6.64,68.02,67.02,76.31,4.75,69.79,87.54,0,3,16.39,6.39
8.93,83.47,84.7,79.51,4.35,77.45,83.3,0,3,1.85,8.12
7.66,68.43,71.79,98.22,3.22,100,89.41,3,9,0.64,6.52
7.24,64.17,78.06,85.53,4.77,93.08,100,0,10,5.77,6.94
7.4,77.5,72.96,74.12,5.35,85.14,88.4,0,8,1.33,6.51
8.03,73.57,77.17,79.04,8.42,100,80.41,0,6,5.58,7.53
7.41,81.7,70.22,94.94,5.57,72,90.54,1,2,7.43,7.1
7.4,78.33,80.57,89.86,5.67,84.51,97.2,0,9,16.77,7.47
8.78,73.56,75.55,78.73,3,86.05,91.27,0,10,1.33,7.55
5.8,50.39,62.19,93.55,2.59,86.57,95.28,2,2,5.05,5.35
6,51.19,60.18,96.19,2.54,91.15,80.54,0,2,5.88,5.31
8.43,75.58,85.94,77.75,3.91,94.08,87.41,0,6,4.92,7.32
10,85.49,96.75,67.97,4.62,91.25,100,0,10,29.89,8.55
8.55,74.31,79.75,86.48,4.93,96.4,89.62,0,10,9.9,8
9.74,75.64,77.7,78.09,2.86,62.98,76.44,3,4,9.65,7.63
6.98,56.82,70.02,83.12,0.5,89.46,79.9,0,7,3.73,5.83
6.74,62.67,61.31,89.77,3.66,93.59,100,0,3,1.37,6.78
8.05,80.82,76.88,85.75,6.37,89.53,84.78,0,8,7.34,7.67
8.64,75.85,77.49,83.66,3.75,82.85,92.42,0,4,14.83,7.62
5.93,56.81,56.31,91.91,4.35,98.19,79.95,0,5,13.11,5.74
7.24,55.48,53.13,100,1.31,93.24,75.85,1,8,16.22,5.79
7.47,72.43,69.51,76.21,4.75,84.43,74.21,5,6,15.05,5.56
6.69,68.4,73.61,76.18,5.32,85.46,88.91,0,10,11.93,6.43
6.83,74.41,69.87,82.94,3.36,91.94,100,3,10,2.1,5.89
8.51,73.97,82.87,87.68,6.43,78.64,88.32,0,5,41.46,7.93
8.06,87.37,73.3,89.61,6.9,93.61,90.39,2,8,7.52,7.38
8.46,99.62,78.64,100,8.73,83.74,83.1,0,6,3.41,8.49
7.9,72.11,58.79,98.68,2.65,81.95,77.21,0,3,24.37,7.19
6.45,69.46,63.94,92.54,5.07,72.44,78.46,0,2,0.07,6.5
8.01,54.98,70.85,78.18,2.12,87.17,74.41,0,7,9.82,6.63
6.36,68.13,63.71,86.61,5.71,80.35,81.76,0,1,10.86,6.07
7.13,65.91,71.39,77.64,5.47,85.1,78.4,0,2,7.62,6.6
6.26,55.95,51.16,83.41,0.65,87.77,86.25,0,5,3.71,5.64
6.77,62.25,68.52,90.67,5.04,77.3,100,1,6,11.04,6.56
7.61,65.24,70.08,69.06,4.1,71.6,98.46,1,8,2.52,6.92
6.95,48.58,71.03,54.83,2.13,77.82,83.38,2,9,0.52,5.74
6.44,52.29,66.27,93.45,3.92,74.8,77.59,0,7,1.03,6.14
8.87,88.95,87.22,100,8.62,89.1,90.09,1,3,10.34,8.28
7.36,60.49,64.3,78.42,5.65,89.4,64.12,0,5,14.66,6.64
6.87,60.94,66.9,75,2.85,92.62,88.16,1,1,47.2,6.15
6.2,59.51,61.87,77.17,3.84,99.84,69.39,2,9,11.54,5.44
5.25,49.26,48.42,77.62,0.63,87.49,86.84,0,7,1.73,5.01
7.23,61.52,64.34,88.67,2.34,91.29,95.39,0,6,7.55,6.92
5.85,70.27,79.2,99.24,7.87,91.2,92.89,0,5,2.34,6.63
8.35,75.34,85.97,84.08,6.33,84.65,97.84,0,4,1.18,8.17
7.54,66.97,75.16,75.96,5.4,100,82.73,0,10,3.03,6.92
9.37,81.07,82.63,87.04,5.28,87.4,87.08,0,10,0.03,8.13
7.77,72.16,77.31,65.63,7.33,76.69,85.28,0,10,8.54,7.14
6.63,69.14,65.96,79.18,5.14,94.1,90,0,9,4.66,6.09
5.24,46.59,53.15,76.81,3.93,86.25,71.76,3,7,2.43,4.56
8.47,77.71,82.13,66.6,4.32,96.16,84.17,3,10,12.78,6.95
5.94,57.11,67.59,76.08,3.98,90.44,86.17,0,8,5.58,5.78
7.01,55.13,66.4,74.98,3.95,78.28,88.01,0,9,10.15,6.61
9.51,71.75,84.85,83.08,7.89,80.93,76.82,0,10,0.35,8.35
8.23,80.42,76.77,90.13,2.39,90.13,96.91,0,1,4.91,7.5
7.97,76.05,63.08,80.68,3.49,75.9,84.88,0,6,0.5,7.19
8.63,66.32,77.98,83.95,0.85,85.93,89.02,0,9,7.39,7.47
8.59,76.53,80.77,62.12,6.52,88.21,73.39,1,3,3.08,7.44
9.4,73.17,78.68,100,5.19,94.14,77.74,2,7,32.31,7.97
6.78,74.95,68.6,100,7.98,90.09,82.45,0,8,3.19,6.55
7.05,71.19,65.78,87.37,3.22,79.25,100,1,3,8.23,6.7
6.39,63.71,63.88,89.34,2.91,89.76,92.02,0,9,1.94,6.3
7.46,74.38,68,77.3,2.17,90.54,100,0,4,17.36,6.72
7.34,61.3,71.06,85.49,5.41,84.24,75.55,1,4,3.31,6.18
5.39,57.2,62.1,74.93,3.8,87.41,100,0,10,8.69,5.58
6.72,66.2,70.21,80.33,5.1,86.43,91.83,2,6,0.97,6.22
9.23,77.87,85.13,83.81,3.65,78.69,95.3,0,1,0.86,7.75
7.79,80.8,76.62,92.27,7.38,87.89,70.36,0,8,4.45,7.38
8.36,75.92,87.8,76.39,7.03,92.21,71.01,1,6,18.49,7.22
7.36,68.55,67.08,90.5,4.67,87.58,78.62,0,2,2.42,6.5
5.24,63.05,67.4,94.85,6.61,89.33,89.53,0,5,0.91,6.09
7.35,71.38,65.58,98.01,4.24,97.29,92.79,0,4,5.17,6.88
8.75,78.27,74.86,84.97,4.41,81.16,86.06,0,7,0.01,7.23
6.08,56.13,51.46,100,0.5,83.13,75.54,0,6,5.62,5.72
8.4,76.32,81.06,83.11,5.51,90.95,96.84,0,3,5.12,7.39
5.46,68.28,53.63,84.47,4.55,85.63,89.73,0,2,4.21,5.68
7.52,73.89,75.41,84.89,6.26,84.93,73.5,0,4,3.36,7.13
8.15,76.24,77.36,86.56,5.93,88.75,67.97,0,2,10.16,6.98
7.13,66.01,67.65,82.58,3,86.8,79.83,0,1,3.87,6.9
10,89.94,82.12,88.01,4.12,99.1,76.25,0,1,0.55,8.45
6.91,59.62,67.69,93.08,3.54,89.49,85.65,0,7,13.32,6.27
6.81,67.79,66.28,82.8,6.59,92.35,88.19,0,8,1.03,6.17
7.75,78.09,73.52,78.53,7.65,79.14,81.05,0,1,12.27,7.2
6.59,80.79,64.89,97.18,6.1,80.04,89.89,3,4,0.47,6.19
5.77,68.36,64.1,83.98,8.47,96.56,84.98,0,8,3.7,5.91
6.18,61.48,60.75,70.84,5.55,85.73,72.82,2,5,3.01,5.68
8.41,64.43,71.81,90.34,2.55,86.41,80.93,0,1,2.8,7.27
7.13,68.71,65.19,85.09,1.72,92.24,85.88,1,1,5.56,6.63
